sebum_level,hydration_level,ph_level,skin_temperature,pore_size,oil_shine,wrinkle_score,roughness_score,elasticity_score,sensitivity_score,redness_level,itchiness_score,pigmentation_level,dark_spot_score,uneven_tone_score,acne_frequency,blackhead_score,whitehead_score,tightness_score,flakiness_score,sun_exposure_hours,pollution_exposure_index,water_intake_liters,sleep_hours,skin_type
63.02,66.49,6.22,33.32,1.04,3.61,7.61,0.98,30.98,3.92,4.32,3.89,2.89,0.09,9.28,2.09,5.06,5.06,8.74,6.41,7.25,89.98,2.57,4.71,Combination
79.03,61.93,4.67,35.82,4.78,1.22,9.14,2.09,38.04,8.72,9.69,1.64,3.43,8.61,1.16,4.8,9.81,0.49,7.55,8.46,9.07,78.07,1.05,4.83,Combination
38.93,85.64,7.47,33.2,3.49,9.26,4.98,1.34,70.96,1.78,2.2,3.04,2.1,8.18,7.33,8.95,2.67,4.55,2.91,3.86,8.08,72.5,1.19,6.63,Normal
118.47,50.2,7.43,32.13,7.42,4.87,8.46,3.62,89.9,3.33,3.05,1.6,1.31,3.7,3.37,1.9,2.66,7.89,0.01,4.32,2.05,49.39,4.33,7.69,Normal
14.56,75.19,5.91,36.13,7.79,6.16,0.21,7.54,22.46,6.49,2.26,1.76,1.2,1.73,4.43,9.4,2.24,4.65,3.46,5.22,7.96,6.34,3.91,5.77,Normal
24.02,26.36,5.72,33.33,1.73,7.71,0.04,1.49,94.15,4.3,2.24,9.9,3.98,9.28,3.2,6.4,0.99,1.84,1.68,9.87,1.83,28.35,4.8,4.85,Sensitive
78.52,19.98,4.9,31.26,8.79,6.26,1.42,8.14,98.97,0.37,5.89,2.28,7.82,0.85,2.38,5.41,4.41,6.35,6.65,5.18,9.54,22.75,4.01,4.61,Oily
106.01,88.5,6.31,30.47,1.27,2.87,8.52,0.61,25.5,1.04,3.2,7.4,9.62,1.93,3.29,5.95,3.71,0.12,8.61,9.96,1.25,73.81,4.49,5.95,Combination
119.19,75.03,6.74,35.67,1.66,6.91,0.41,4.36,55.72,1.3,1.58,3.73,0.01,0.12,7.11,1.58,1.15,6.99,4.71,0.91,1.28,37.03,0.77,3.1,Combination
64.61,85.18,5.4,33.13,9.14,3.26,5.7,4.03,46.07,7.49,2.22,6.89,0.84,4.49,4.52,9.18,3.02,9.64,1.21,8.2,7.46,1.66,0.7,7.24,Combination
109.07,49.57,7.08,30.31,3.15,6.2,3.7,9.06,81.26,3.29,4.3,6.75,1.73,7.28,0.16,5.16,8.49,7.38,1.43,4.53,3.63,58.3,0.72,7.96,Oily
87.03,26.38,5.99,36.05,8.54,4.63,1.16,8.05,58.64,0.91,3.93,7.43,7.35,1.85,5.32,9.81,5.32,8.92,4.49,5.77,7.17,0.15,2.75,5.03,Sensitive
31.75,62.87,4.62,35.91,9.44,9.32,5.85,4.43,35.73,3.6,3.61,3.74,0.05,3.06,2.75,8.39,9.08,4.22,5.15,2.23,7.55,75.85,4.35,5.64,Normal
111.74,53.45,6.82,32.91,1.56,5.29,1.48,4.9,88.03,5.12,6.85,9.86,8.6,3.96,0.76,7.46,1.82,7.55,5.36,3.66,0.89,90.9,0.74,8.29,Sensitive
19.98,22.07,7.2,35.42,8.84,1.12,8.11,0.68,69.13,6.19,0.03,4.83,4.46,3.73,7.18,9.17,3.42,6.49,6.43,8.67,9.12,14.23,2.59,6.23,Dry
56.24,69.59,4.7,35.18,3.87,9.63,5.25,6.66,93.98,1.12,2.18,0.6,7.89,0.86,2.45,6.19,2.4,9.15,5.25,0.69,7.23,53.18,1.88,4.61,Normal
97.88,51.46,6.69,36.21,4.65,0.42,3.18,4.52,36.42,4.42,3.34,9.98,4.07,7.5,2.75,7.01,3.99,9.75,0.53,8.14,1.57,44.87,2.95,5.09,Sensitive
82.31,60.84,5.17,32.58,2.72,3.42,5.5,1.87,46.62,8.83,1.47,5.88,3.55,6.12,4.76,7.92,7.91,7.26,8.27,0.62,1.36,84.22,1.32,5.64,Combination
108.66,82.49,4.19,34.01,3.17,2.45,3.59,6.6,54.71,9.74,1.87,1.76,0.66,9.85,3.92,0.05,8.94,0.7,1.04,8.88,4.32,84.19,2.5,8.16,Combination
30.15,28.59,6.24,32.13,8.48,1.31,0.1,9.35,87.57,1.12,4.66,1.04,3.66,6.9,0.45,7.1,8.32,7.16,8.69,9.46,5.61,24.71,0.75,3.31,Dry
74.0,38.87,5.61,33.43,3.78,0.31,7.05,2.25,94.68,8.24,9.83,5.53,1.82,3.97,6.61,8.24,5.43,0.88,0.27,6.92,3.29,27.61,3.35,3.97,Sensitive
49.18,76.13,6.05,31.98,9.93,4.01,7.96,7.9,49.52,5.51,6.77,0.3,4.9,4.82,9.24,4.99,4.47,2.07,1.55,4.27,5.65,32.82,1.92,4.01,Sensitive
45.64,82.37,6.83,36.42,5.73,5.95,0.18,5.48,31.15,3.91,9.61,5.3,3.63,5.64,3.54,3.38,9.77,0.13,2.32,3.61,9.06,39.87,1.99,7.7,Sensitive
53.55,77.41,4.16,32.07,3.46,2.53,2.72,7.76,58.22,8.06,0.04,6.32,9.21,3.03,7.92,4.47,9.64,3.98,4.27,5.14,4.19,38.62,4.75,8.64,Sensitive
117.37,16.6,7.36,31.05,3.34,2.17,8.86,7.77,70.98,0.89,6.09,4.79,8.44,8.48,9.0,5.24,0.03,6.02,6.03,8.71,1.46,65.29,0.99,7.43,Dry
100.47,19.22,5.04,35.2,8.94,0.2,0.27,7.03,23.54,7.11,0.8,0.84,9.3,6.89,0.03,8.57,7.94,5.93,7.57,7.92,4.94,84.63,1.73,7.32,Dry
59.83,57.72,6.65,34.51,7.22,1.02,5.4,2.45,33.43,8.42,7.87,7.55,9.62,8.98,4.84,4.8,4.12,2.9,9.94,5.21,1.06,42.26,2.31,8.94,Sensitive
55.35,17.59,4.82,30.47,9.85,8.77,8.4,7.92,48.05,0.37,9.87,5.41,6.42,3.96,4.27,10.0,9.63,4.53,5.61,5.82,9.58,32.38,3.29,3.67,Sensitive
72.83,39.64,6.14,34.71,8.62,9.63,9.04,4.65,40.85,2.37,7.5,6.43,5.84,8.57,4.02,8.17,6.43,4.22,9.36,9.36,9.57,21.14,0.54,5.04,Sensitive
61.52,33.84,6.21,30.8,8.87,7.12,9.77,4.5,81.58,9.48,4.15,1.56,6.94,2.01,3.81,7.18,8.93,0.22,8.48,7.89,0.21,33.29,2.92,4.65,Dry
48.97,84.85,5.15,31.39,2.08,4.48,4.24,4.53,56.8,8.17,9.22,9.01,0.65,0.83,7.18,5.84,3.53,7.45,1.03,4.14,2.42,47.75,1.78,3.11,Sensitive
103.38,63.43,5.14,30.47,6.86,5.69,9.91,1.9,67.1,6.33,7.05,3.78,1.17,7.3,9.65,6.04,3.39,0.97,0.54,9.48,0.6,16.12,4.99,4.65,Combination
94.09,87.38,4.07,33.68,3.42,1.5,5.26,3.72,51.35,7.13,9.73,2.47,7.6,4.91,3.84,5.79,0.95,3.58,9.5,5.98,5.79,23.93,0.87,4.8,Combination
47.88,33.41,6.18,30.29,6.17,6.74,3.78,6.9,30.24,3.95,0.11,4.17,4.85,7.74,5.48,3.31,6.12,0.15,3.42,4.79,4.64,31.48,3.0,7.53,Normal
62.83,53.38,6.41,30.8,6.57,4.99,1.52,4.49,52.31,4.84,2.35,7.9,7.48,3.85,9.07,6.14,9.13,3.11,0.88,9.8,9.26,23.29,3.47,8.04,Sensitive
58.12,84.59,4.16,31.88,3.13,7.53,5.51,8.38,69.88,5.04,1.68,7.16,9.05,5.91,9.04,7.52,8.01,3.25,6.19,6.22,2.46,66.06,0.67,5.15,Sensitive
83.67,38.41,4.08,31.91,8.11,7.67,2.43,0.1,37.59,7.03,0.52,0.11,6.57,3.96,9.21,2.5,6.74,8.53,3.91,1.54,4.94,23.37,2.64,8.18,Sensitive
68.1,35.39,4.56,34.27,4.68,4.75,0.99,4.97,65.02,9.51,8.59,3.55,5.02,8.52,3.76,4.51,1.99,7.26,8.73,9.07,5.17,31.57,3.75,3.74,Sensitive
118.17,32.36,4.21,33.11,2.23,7.09,6.92,6.43,32.84,3.57,1.29,2.15,9.36,4.32,4.21,8.38,4.6,8.21,9.19,3.89,5.54,91.07,4.67,5.66,Oily
102.49,49.09,4.85,30.37,7.67,7.33,2.61,7.79,52.08,5.85,0.17,6.2,9.54,8.52,5.2,2.4,4.61,1.87,6.2,6.14,7.13,57.17,4.59,6.13,Sensitive
53.88,52.75,6.09,31.65,5.27,9.8,7.88,8.72,33.28,7.89,2.08,5.21,1.98,4.41,9.11,3.31,4.86,5.04,7.64,0.48,3.67,40.28,2.32,7.0,Sensitive
48.17,45.66,5.18,31.8,8.4,4.65,5.85,7.69,40.1,8.53,0.08,0.49,0.02,0.3,6.7,4.93,1.83,7.18,1.4,4.82,0.77,72.58,2.39,3.55,Sensitive
80.56,79.32,7.26,32.93,6.05,0.59,7.69,4.25,31.4,0.1,7.21,1.5,9.9,2.55,9.67,8.25,4.12,1.33,1.1,7.26,2.98,39.56,1.12,4.36,Combination
62.7,55.83,4.2,36.24,2.6,7.36,8.55,0.24,27.37,5.84,9.82,4.31,6.28,1.84,5.08,7.97,1.62,0.7,6.52,3.66,0.99,65.35,3.7,3.33,Combination
56.03,35.62,4.75,33.46,6.36,9.78,2.15,2.54,74.78,8.42,9.24,6.98,8.65,2.75,6.33,6.69,6.78,3.43,2.95,1.57,8.75,75.09,4.24,6.57,Sensitive
97.95,21.3,7.21,35.22,9.29,5.58,1.04,0.51,72.69,7.1,0.09,5.92,4.48,2.25,1.31,6.42,5.55,1.53,2.73,1.39,3.29,67.4,1.84,3.3,Sensitive
105.7,26.42,7.1,35.72,1.1,8.63,5.14,1.08,76.5,1.22,2.33,0.12,4.18,0.44,0.6,4.92,5.49,3.24,5.72,7.34,4.2,99.62,2.96,7.39,Normal
101.81,23.5,6.05,33.22,6.32,6.47,8.63,9.67,95.62,4.12,6.59,9.78,4.92,2.8,1.48,8.51,8.09,3.1,8.21,2.1,1.59,17.72,4.08,4.19,Oily
76.64,49.46,4.58,34.97,9.7,5.89,8.61,5.05,51.57,3.67,7.31,6.42,9.92,3.89,7.54,6.9,0.52,2.67,9.87,3.56,0.89,93.65,1.51,6.97,Sensitive
49.05,89.97,6.74,34.52,3.13,8.82,5.21,7.4,47.05,3.73,6.87,5.2,9.0,3.97,9.11,2.44,2.13,3.09,5.59,5.17,2.95,29.24,1.86,4.1,Sensitive
101.97,52.14,4.47,31.33,7.25,5.43,1.33,6.02,24.7,6.29,9.44,7.89,6.51,5.5,2.37,2.2,6.78,7.47,1.15,7.13,8.91,2.56,2.78,7.34,Sensitive
50.9,74.7,4.45,34.21,9.95,7.91,3.17,1.29,67.97,1.44,6.7,1.86,8.35,2.02,4.78,3.45,5.37,9.98,1.36,4.55,1.93,27.23,3.64,4.97,Sensitive
39.42,74.03,5.8,31.44,9.39,8.22,2.03,3.58,61.83,6.5,2.49,4.08,6.94,3.6,5.17,7.2,5.38,3.66,6.6,3.13,0.18,47.72,4.33,3.7,Normal
47.61,28.18,4.34,34.25,2.38,9.65,9.69,1.11,81.35,5.15,7.4,8.93,0.52,1.0,3.12,5.71,3.2,9.94,8.15,8.1,5.27,91.92,4.35,5.02,Dry
94.06,46.26,4.97,34.27,1.13,2.19,5.91,9.42,60.24,9.18,9.85,8.18,4.58,1.08,7.91,3.55,0.58,9.46,1.84,2.37,6.82,91.52,1.05,7.63,Sensitive
116.88,85.48,4.59,33.19,4.9,8.08,6.17,6.31,67.06,8.84,0.52,8.82,9.19,8.33,4.78,1.46,0.63,1.76,1.57,8.56,7.51,84.85,0.81,7.23,Combination
20.46,57.59,5.76,31.16,2.85,8.24,4.3,7.26,27.61,6.75,8.83,5.64,2.82,8.38,1.37,9.06,2.53,1.89,4.45,1.27,5.36,52.2,3.01,8.63,Sensitive
83.06,77.48,7.0,34.75,2.62,7.47,9.01,5.18,55.1,6.16,2.58,9.46,5.51,1.7,3.28,6.11,0.66,4.82,9.36,0.29,2.12,61.07,1.35,6.26,Oily
95.4,66.68,4.01,34.83,7.13,2.72,9.11,4.87,22.85,9.1,9.79,0.55,7.14,6.81,9.81,6.87,1.81,7.39,5.39,7.37,3.57,70.37,3.01,3.28,Combination
64.92,69.61,6.38,31.97,9.21,7.12,8.49,6.27,29.85,5.19,9.43,9.53,7.89,9.81,4.49,9.02,2.4,3.18,5.79,6.42,5.06,6.12,0.55,4.26,Combination
81.83,72.48,7.47,31.98,2.0,5.0,7.87,8.85,56.75,0.79,9.96,7.33,3.05,9.63,7.17,6.84,9.83,0.66,1.12,0.82,5.66,78.97,4.18,4.95,Combination
68.31,89.59,4.2,30.48,3.18,8.61,9.97,4.5,49.89,0.6,6.04,3.05,6.69,9.59,4.28,3.19,6.25,1.81,1.84,8.65,1.06,32.88,2.83,7.76,Combination
61.17,39.63,6.57,31.19,8.29,0.66,0.48,0.89,22.45,5.62,1.36,6.81,6.43,2.61,9.26,0.45,3.01,6.2,5.59,9.68,5.72,87.45,2.35,8.27,Sensitive
12.12,41.8,5.63,33.73,2.22,8.18,7.19,3.52,55.31,8.87,4.62,9.25,1.05,9.95,8.31,0.06,4.83,2.43,7.07,8.03,3.71,19.12,3.29,6.79,Sensitive
79.26,36.25,7.11,36.36,7.32,9.45,2.89,1.32,90.08,4.71,1.69,2.5,4.56,6.61,7.88,0.53,6.59,0.82,0.42,3.74,6.24,98.85,2.89,7.12,Normal
57.5,15.11,4.35,33.46,4.73,4.31,4.5,0.04,70.06,2.63,7.43,8.32,7.6,8.4,2.62,7.15,4.48,3.73,7.75,8.27,9.19,76.37,2.51,3.39,Dry
95.89,69.19,5.69,34.06,9.64,1.73,2.78,6.07,38.03,0.22,8.92,7.38,0.92,4.63,9.06,2.3,0.74,9.15,8.9,5.33,2.84,98.24,4.21,5.04,Combination
52.5,29.23,6.92,31.3,5.9,6.93,7.19,2.79,47.9,5.72,3.55,4.68,9.16,1.02,4.35,8.33,2.27,1.79,3.73,5.94,9.21,50.17,1.9,8.43,Normal
27.03,54.06,6.88,33.63,7.51,7.37,6.6,3.86,47.03,8.17,8.13,2.69,6.72,2.31,6.4,8.88,4.96,8.17,7.33,3.55,7.16,39.65,4.54,5.85,Sensitive
37.75,48.82,4.24,32.12,9.1,4.5,3.83,4.02,95.25,5.52,2.96,1.6,2.18,0.3,1.32,4.29,0.09,9.6,6.4,0.9,3.64,42.08,2.79,7.4,Normal
105.28,68.72,4.29,33.1,9.27,3.1,1.21,2.28,93.5,7.58,8.09,1.18,7.08,8.27,2.51,2.19,6.36,7.25,3.4,5.44,0.92,59.48,2.63,3.15,Combination
56.13,33.94,7.49,32.31,9.45,2.23,5.0,9.23,77.95,6.59,6.65,0.74,0.17,9.74,9.68,2.8,1.1,1.82,4.23,4.37,0.96,52.93,4.2,5.94,Sensitive
81.63,28.38,6.9,36.02,6.91,6.33,3.07,9.29,96.2,0.17,9.9,7.54,0.46,4.36,8.04,0.81,7.45,8.93,8.9,5.97,8.88,67.14,2.24,3.46,Dry
39.55,35.89,5.07,34.47,7.03,0.56,6.82,4.76,34.7,2.43,8.92,2.44,7.98,0.95,9.8,2.08,3.47,4.79,0.34,1.61,8.32,44.5,3.15,5.8,Sensitive
50.58,27.11,4.95,34.97,3.9,8.66,1.33,6.56,95.75,9.52,7.54,1.85,4.55,9.84,5.77,7.81,1.66,1.57,3.31,2.6,3.17,90.32,3.1,7.41,Sensitive
71.9,40.43,5.67,32.89,2.92,4.14,0.75,8.09,59.98,4.64,4.14,3.78,5.08,7.99,3.39,6.3,0.21,9.57,7.41,5.25,2.77,33.23,1.19,7.4,Normal
72.63,47.96,6.3,34.38,5.29,3.06,3.54,0.84,76.13,9.53,3.1,0.99,8.14,3.82,5.01,0.37,9.04,0.75,3.74,6.94,3.19,1.39,3.42,6.18,Sensitive
22.5,58.45,6.06,34.09,8.59,4.24,7.99,1.84,94.06,2.28,4.67,4.32,9.47,1.23,5.25,2.98,8.96,9.61,4.54,2.55,2.82,51.14,3.9,7.1,Normal
19.21,50.29,5.38,31.63,1.42,6.55,8.59,6.74,82.13,6.7,1.18,0.72,7.99,0.2,0.93,7.58,4.78,0.15,3.91,8.08,8.73,74.68,3.92,4.73,Normal
23.27,20.36,5.41,34.91,4.81,9.57,2.08,0.67,39.53,0.23,9.09,2.04,4.57,1.63,6.03,5.1,1.3,0.82,2.36,0.11,3.91,41.98,4.3,7.33,Sensitive
50.8,88.61,6.47,30.83,3.48,0.3,7.05,8.34,85.36,9.95,7.1,8.89,1.2,9.49,8.26,5.28,1.89,4.85,3.19,7.17,4.29,80.48,0.76,3.27,Sensitive
74.14,61.48,7.21,35.87,2.49,5.64,9.52,7.34,59.5,8.58,3.74,6.55,3.78,2.27,3.16,5.2,5.56,0.98,0.6,8.76,6.57,16.08,0.64,4.08,Combination
53.73,52.68,5.42,32.45,1.93,8.28,6.44,5.95,62.6,8.84,4.15,8.82,1.31,1.79,5.62,1.35,5.74,4.34,9.51,5.64,0.2,45.61,4.45,3.45,Sensitive
97.2,35.88,5.7,35.61,8.19,7.58,1.05,4.75,76.87,4.26,5.65,7.04,1.23,2.79,7.5,8.43,2.13,0.25,6.02,2.95,9.56,16.48,2.0,8.03,Oily
96.29,44.99,5.57,34.54,4.35,0.32,4.82,5.62,58.9,2.12,6.23,2.77,7.96,7.08,1.67,8.95,8.71,5.57,6.54,1.78,8.49,11.25,2.48,5.56,Sensitive
100.02,65.86,4.45,33.95,5.94,0.07,5.11,0.3,81.07,2.04,6.11,1.73,0.26,5.03,6.21,2.74,9.03,5.26,4.04,8.15,3.79,32.29,3.71,6.83,Combination
54.06,47.77,6.01,31.8,6.12,0.5,7.72,7.66,86.71,6.3,6.35,4.36,4.58,0.62,5.34,8.38,8.66,1.81,0.17,3.63,6.53,61.7,3.14,4.45,Sensitive
26.71,38.61,4.2,35.44,9.73,1.17,0.51,2.54,61.23,6.23,7.37,4.09,0.99,8.91,8.08,6.58,1.31,6.58,6.66,2.8,0.61,98.73,4.09,5.15,Sensitive
65.78,62.01,7.36,33.54,2.9,2.5,2.85,1.31,33.3,2.68,2.91,6.37,1.22,4.11,0.32,7.92,9.95,2.44,4.45,8.96,3.2,26.24,1.34,4.52,Combination
77.09,71.35,7.25,36.48,3.23,6.97,1.54,7.57,47.99,3.47,7.12,5.35,4.86,3.51,1.3,9.86,3.97,3.85,8.3,4.4,9.13,13.69,4.35,4.23,Oily
22.91,77.11,5.74,36.45,9.64,4.62,7.47,5.51,69.92,0.74,3.79,2.36,8.72,3.43,4.85,8.49,3.11,1.22,0.89,9.91,8.52,13.62,4.35,6.26,Normal
76.37,18.11,5.33,31.58,3.68,6.06,2.92,1.22,21.33,7.62,7.17,3.57,0.29,8.18,0.58,1.86,6.29,8.7,0.93,6.32,6.21,14.75,5.0,6.59,Sensitive
35.28,68.12,6.57,33.31,5.31,8.61,7.81,8.78,69.34,0.78,7.85,2.29,7.06,3.85,1.95,4.07,5.3,6.25,3.8,3.08,6.05,22.62,4.58,3.39,Sensitive
46.41,19.73,5.05,30.61,5.49,9.88,2.94,4.29,82.18,9.46,1.3,9.17,8.96,1.06,2.78,6.23,9.17,6.85,9.11,4.51,5.57,47.62,3.9,6.97,Sensitive
28.21,19.22,6.05,34.58,5.58,7.7,4.21,5.53,80.0,7.36,2.93,3.99,7.67,6.78,3.68,3.72,8.87,7.49,6.17,1.43,9.7,85.42,3.47,8.61,Sensitive
38.94,66.96,5.61,31.81,8.95,3.79,8.18,2.52,87.41,2.07,3.91,1.67,1.25,7.38,2.0,4.4,2.34,0.59,3.23,2.39,8.79,81.77,2.69,8.15,Normal
22.73,75.76,6.05,35.23,3.66,7.79,6.13,5.87,37.83,8.68,5.38,6.4,5.58,2.0,6.9,2.85,5.41,9.21,3.07,7.47,6.17,77.49,2.35,5.66,Sensitive
34.47,16.07,5.12,35.27,1.53,5.28,8.73,6.84,42.82,0.57,7.23,5.44,9.96,9.5,6.58,7.88,9.73,5.9,0.6,5.43,7.28,25.14,2.71,7.16,Sensitive
76.87,39.94,4.25,31.68,4.25,3.03,6.49,7.85,94.95,7.34,5.07,8.17,1.48,8.02,7.4,2.31,1.97,6.63,6.73,8.71,1.48,48.96,4.61,4.63,Sensitive
38.1,30.36,4.72,30.47,5.32,3.79,3.31,5.21,73.86,0.58,4.06,9.81,6.32,7.31,5.57,6.82,9.16,7.18,6.2,6.99,4.92,48.69,2.37,7.24,Dry
51.94,76.29,6.53,30.09,5.2,5.51,3.66,6.66,74.32,1.92,0.39,1.07,7.89,4.8,5.04,3.33,2.76,8.74,2.97,3.78,3.42,58.28,3.37,6.16,Normal
29.97,33.51,6.63,32.98,6.7,9.88,0.81,3.68,23.27,2.97,0.11,3.78,3.15,4.59,0.19,4.84,0.85,9.22,3.77,6.55,4.95,85.0,4.92,8.96,Normal
46.89,49.94,4.44,36.02,5.49,6.24,3.07,3.97,69.48,1.58,5.76,3.33,0.63,4.25,8.38,2.59,1.71,1.78,4.85,1.23,5.16,31.92,3.8,5.91,Normal
115.04,41.67,6.58,32.56,9.41,6.66,0.75,0.98,25.83,2.16,2.42,8.49,7.61,8.96,6.79,8.81,7.04,9.43,1.31,9.41,9.06,23.82,4.1,7.3,Oily
79.68,20.01,6.97,36.05,9.23,7.44,3.96,8.82,25.41,2.82,5.04,2.82,5.11,5.86,2.32,5.22,6.14,2.87,9.27,9.27,2.53,40.93,1.59,7.49,Oily
60.0,57.47,6.68,36.42,8.06,4.24,1.54,0.03,70.79,9.51,5.34,3.66,8.73,5.93,6.75,8.9,1.67,3.08,4.95,0.79,5.58,88.98,4.12,7.76,Sensitive
84.66,78.95,5.32,33.45,4.93,7.36,5.99,8.7,78.55,4.87,0.1,1.3,1.72,7.62,0.87,8.26,7.17,0.03,6.36,0.4,9.13,91.14,1.04,5.36,Oily
52.43,19.27,7.42,30.21,9.26,4.82,0.42,4.94,73.46,4.96,9.07,3.04,0.35,8.21,9.09,9.85,5.64,10.0,2.58,1.31,0.46,59.35,3.07,4.19,Sensitive
94.97,86.96,6.58,34.59,8.74,7.75,2.31,7.79,40.36,1.63,3.73,5.58,1.94,6.18,3.73,5.44,6.4,6.16,7.14,0.61,9.95,78.46,0.71,4.52,Oily
94.63,74.75,5.2,36.43,4.05,9.93,2.59,3.32,45.62,8.14,2.75,6.09,7.09,1.86,2.1,2.47,0.14,9.48,2.98,1.31,8.34,70.75,0.75,8.29,Combination
32.1,72.15,6.92,35.25,7.1,1.89,7.17,3.33,64.01,4.22,7.39,4.52,7.56,8.72,2.39,8.97,5.31,9.47,0.26,4.51,3.67,6.16,3.6,6.49,Sensitive
88.11,34.48,5.97,33.53,2.13,4.64,0.83,9.78,90.47,5.81,9.85,9.63,3.13,9.53,8.68,9.71,9.85,8.54,4.14,3.81,2.41,41.41,1.05,6.18,Sensitive
86.49,32.66,4.42,34.26,6.13,6.87,6.11,5.48,53.96,0.79,4.4,8.43,9.17,7.82,9.8,4.14,9.34,1.75,6.13,0.83,4.29,45.08,1.03,8.62,Sensitive
78.95,55.33,5.39,36.41,6.38,6.65,9.8,3.4,63.25,6.78,7.03,4.07,3.86,7.43,1.98,7.08,1.29,3.04,3.5,3.55,2.65,58.74,1.01,7.64,Oily
114.32,38.87,5.12,32.49,2.86,9.74,6.49,1.24,46.92,8.52,8.17,7.67,6.94,4.88,4.53,9.67,1.0,1.78,4.37,4.53,5.05,29.81,1.52,4.09,Oily
58.66,18.02,7.18,30.11,3.94,3.43,1.16,2.93,92.98,6.22,2.79,1.03,5.36,9.24,7.5,8.41,6.68,7.39,2.2,9.45,9.81,12.63,3.9,3.17,Normal
87.78,64.5,5.36,30.96,7.07,4.92,9.68,5.19,58.63,6.04,3.97,0.19,1.25,9.13,4.74,1.96,2.53,6.64,5.91,1.96,9.81,64.68,2.39,8.81,Combination
40.41,22.67,7.45,33.23,3.49,7.93,3.32,3.56,45.81,3.01,6.17,5.11,0.84,2.58,7.32,0.4,1.33,6.44,4.27,8.32,9.78,1.96,3.09,7.47,Sensitive
32.15,40.13,6.1,32.89,3.03,0.39,7.27,3.39,45.04,5.17,6.42,1.71,6.38,4.33,6.96,5.93,9.1,0.71,3.5,8.62,9.78,41.21,0.53,6.67,Sensitive
50.16,81.81,4.81,35.79,9.75,8.69,6.37,8.4,67.81,5.27,8.93,0.12,0.93,4.46,5.72,3.67,0.21,0.75,3.12,1.45,2.56,91.55,0.87,8.3,Sensitive
36.83,75.54,4.87,33.25,3.73,0.6,1.32,5.9,83.58,9.6,3.76,7.84,9.1,1.51,7.07,7.63,1.37,3.49,2.77,2.21,3.74,83.27,2.09,5.22,Sensitive
54.29,34.34,5.34,33.51,3.24,4.86,0.23,8.42,91.11,6.5,7.29,6.81,9.72,0.42,5.66,5.33,6.35,9.06,7.28,8.96,2.26,43.04,4.55,6.77,Dry
75.4,21.37,4.6,31.65,6.64,0.01,4.14,2.19,82.79,2.8,5.95,0.12,3.98,7.25,3.56,4.95,1.05,8.51,6.11,1.44,0.99,6.13,0.97,5.12,Normal
55.8,33.35,5.54,34.28,5.43,8.55,9.01,8.25,80.69,7.57,5.25,2.84,6.49,7.63,7.67,9.83,6.34,4.9,2.07,1.84,4.27,88.5,4.75,5.43,Sensitive
75.3,49.94,4.29,33.0,1.18,8.21,8.7,10.0,25.37,9.41,0.85,9.93,6.08,4.38,9.73,4.67,0.81,6.72,5.27,5.33,3.56,49.18,1.74,7.56,Sensitive
59.24,87.74,4.99,33.6,5.85,4.53,9.93,9.62,34.53,8.92,2.88,8.47,8.74,3.58,8.19,8.07,9.49,4.06,2.54,6.49,4.95,49.96,4.76,5.43,Sensitive
67.23,31.15,5.83,35.02,2.22,1.92,3.92,5.31,54.93,1.31,9.61,6.85,0.7,8.17,3.47,5.8,8.26,0.61,6.43,8.01,9.62,57.64,3.97,4.33,Dry
56.56,85.32,4.55,30.4,4.95,0.08,7.29,8.54,32.75,8.45,3.66,10.0,2.84,5.45,4.37,7.72,6.15,2.21,5.16,8.58,3.01,38.43,2.12,8.21,Sensitive
86.01,88.98,6.18,34.51,7.02,0.93,9.28,9.38,42.97,0.42,1.83,6.12,5.18,0.86,9.83,6.45,3.9,1.21,3.64,0.33,0.36,36.44,2.87,5.19,Combination
42.48,60.78,5.44,32.03,8.8,8.21,3.01,4.64,63.32,6.56,4.34,5.23,3.21,6.06,6.22,8.51,9.68,6.18,9.75,7.86,6.79,25.39,2.72,7.41,Normal
114.52,69.06,5.97,33.76,7.07,6.74,5.98,6.9,76.81,4.49,9.24,6.06,0.88,2.35,1.92,1.86,9.23,5.49,4.08,0.54,5.89,7.65,1.22,5.83,Combination
93.58,66.75,5.15,35.15,7.33,5.06,9.38,1.3,90.91,5.25,0.34,5.23,9.91,5.39,5.43,4.24,4.67,4.53,3.27,1.23,9.28,68.38,0.78,4.12,Combination
58.52,89.83,7.31,36.18,2.48,2.98,2.27,1.13,97.88,5.87,9.39,8.57,6.31,6.11,9.05,7.26,6.22,7.91,3.84,9.67,9.0,48.25,1.27,8.62,Sensitive
62.66,43.8,4.22,36.37,5.29,6.65,8.57,2.32,82.77,5.8,0.52,6.17,9.72,0.32,5.58,1.01,7.2,4.88,4.19,3.54,4.16,54.36,2.29,3.25,Sensitive
106.18,61.87,4.14,31.84,2.55,1.99,2.16,9.48,84.87,8.21,6.38,6.24,3.83,9.12,0.59,2.98,4.11,2.29,0.54,1.82,7.68,12.03,4.18,6.78,Combination
102.18,75.49,4.68,32.29,7.49,2.12,7.28,4.71,42.03,2.65,9.88,2.91,9.06,6.93,0.02,3.71,4.49,8.76,1.05,3.07,0.91,24.18,4.95,8.8,Combination
83.45,80.79,4.24,34.56,4.39,7.65,0.82,4.17,39.69,8.66,0.54,6.89,7.22,6.27,2.2,1.19,9.56,9.79,9.21,6.35,7.47,86.21,1.81,3.0,Combination
